"date","price"
"2000-10-24",1136.24743652344
"2000-10-25",1158.09814453125
"2000-10-26",1087.44653320312
"2000-10-27",1103.47106933594
"2000-10-30",1153.72875976562
"2000-10-31",1142.07397460938
"2000-11-01",1131.14831542969
"2000-11-02",1121.67993164062
"2000-11-03",1106.38391113281
"2000-11-06",1139.88916015625
"2000-11-07",1158.09814453125
"2000-11-08",1152.27172851562
"2000-11-09",1171.20849609375
"2000-11-10",1167.56665039062
"2000-11-13",1139.16088867188
"2000-11-14",1148.6298828125
"2000-11-15",1142.07397460938
"2000-11-16",1143.53076171875
"2000-11-17",1134.06176757812
"2000-11-20",1128.9638671875
"2000-11-21",1112.21130371094
"2000-11-22",1077.97802734375
"2000-11-24",1082.34838867188
"2000-11-27",1080.16296386719
"2000-11-28",1091.81750488281
"2000-11-29",1119.20837402344
"2000-11-30",1130.13854980469
"2000-12-01",1135.96728515625
"2000-12-04",1149.81237792969
"2000-12-05",1166.57092285156
"2000-12-06",1180.41540527344
"2000-12-07",1186.97326660156
"2000-12-08",1208.83264160156
"2000-12-11",1166.57092285156
"2000-12-12",1160.01293945312
"2000-12-13",1139.61096191406
"2000-12-14",1125.76647949219
"2000-12-15",1116.2939453125
"2000-12-18",1146.89709472656
"2000-12-19",1095.8916015625
"2000-12-20",1087.8759765625
"2000-12-21",1129.40991210938
"2000-12-22",1128.68115234375
"2000-12-26",1137.42517089844
"2000-12-27",1160.01293945312
"2000-12-28",1154.91235351562
"2000-12-29",1149.08361816406
"2001-01-02",1129.40991210938
"2001-01-03",1118.47985839844
"2001-01-04",1037.59936523438
"2001-01-05",1024.48413085938
"2001-01-08",1031.04138183594
"2001-01-09",1014.28326416016
"2001-01-10",1008.45300292969
"2001-01-11",982.950927734375
"2001-01-12",958.176696777344
"2001-01-16",988.77978515625
"2001-01-17",990.965881347656
"2001-01-18",1008.45300292969
"2001-01-19",980.764343261719
"2001-01-22",986.594177246094
"2001-01-23",1002.62390136719
"2001-01-24",1024.48413085938
"2001-01-25",1033.22814941406
"2001-01-26",1023.02661132812
"2001-01-29",1018.712890625
"2001-01-30",1017.78045654297
"2001-01-31",991.199279785156
"2001-02-01",997.261535644531
"2001-02-02",1007.17120361328
"2001-02-05",1028.15649414062
"2001-02-06",1009.03643798828
"2001-02-07",1013.11700439453
"2001-02-08",999.126647949219
"2001-02-09",1010.55181884766
"2001-02-12",1043.42895507812
"2001-02-13",1037.3662109375
"2001-02-14",1002.857421875
"2001-02-15",1009.85260009766
"2001-02-16",1009.85260009766
"2001-02-20",986.302490234375
"2001-02-21",947.829650878906
"2001-02-22",956.573608398438
"2001-02-23",942.58349609375
"2001-02-26",950.161682128906
"2001-02-27",986.536315917969
"2001-02-28",954.076110839844
"2001-03-01",958.158569335938
"2001-03-02",959.324890136719
"2001-03-05",956.991882324219
"2001-03-06",944.512023925781
"2001-03-07",957.342041015625
"2001-03-08",977.169921875
"2001-03-09",953.143249511719
"2001-03-12",910.9208984375
"2001-03-13",918.969177246094
"2001-03-14",882.928588867188
"2001-03-15",918.502319335938
"2001-03-16",909.7548828125
"2001-03-19",898.091430664062
"2001-03-20",898.674072265625
"2001-03-21",880.479309082031
"2001-03-22",876.164123535156
"2001-03-23",880.012512207031
"2001-03-26",905.905639648438
"2001-03-27",923.984069824219
"2001-03-28",923.401245117188
"2001-03-29",911.037841796875
"2001-03-30",938.913940429688
"2001-04-02",967.489379882812
"2001-04-03",935.530822753906
"2001-04-04",896.225280761719
"2001-04-05",903.223205566406
"2001-04-06",892.842529296875
"2001-04-09",888.526733398438
"2001-04-10",899.024536132812
"2001-04-11",897.974548339844
"2001-04-12",907.421936035156
"2001-04-16",904.505920410156
"2001-04-17",915.586242675781
"2001-04-18",933.198608398438
"2001-04-19",952.326599121094
"2001-04-20",921.418579101562
"2001-04-23",909.638366699219
"2001-04-24",900.423889160156
"2001-04-25",917.452575683594
"2001-04-26",931.332153320312
"2001-04-27",941.24658203125
"2001-04-30",954.076110839844
"2001-05-01",966.905578613281
"2001-05-02",958.741455078125
"2001-05-03",964.573486328125
"2001-05-04",983.817932128906
"2001-05-07",981.951965332031
"2001-05-08",979.735778808594
"2001-05-09",978.103271484375
"2001-05-10",968.072326660156
"2001-05-11",957.574768066406
"2001-05-14",960.491333007812
"2001-05-15",967.489379882812
"2001-05-16",988.017272949219
"2001-05-17",978.103271484375
"2001-05-18",975.303894042969
"2001-05-21",987.667358398438
"2001-05-22",970.405029296875
"2001-05-23",956.408508300781
"2001-05-24",963.523559570312
"2001-05-25",960.024353027344
"2001-05-29",959.091430664062
"2001-05-30",952.871948242188
"2001-05-31",945.170593261719
"2001-06-01",934.552185058594
"2001-06-04",945.987731933594
"2001-06-05",953.338806152344
"2001-06-06",945.170593261719
"2001-06-07",946.337585449219
"2001-06-08",942.370361328125
"2001-06-11",944.587646484375
"2001-06-12",943.536987304688
"2001-06-13",939.5693359375
"2001-06-14",942.253356933594
"2001-06-15",955.089416503906
"2001-06-18",963.257202148438
"2001-06-19",976.209777832031
"2001-06-20",977.259887695312
"2001-06-21",1001.18054199219
"2001-06-22",992.079284667969
"2001-06-25",985.427673339844
"2001-06-26",985.427673339844
"2001-06-27",991.028686523438
"2001-06-28",1009.46514892578
"2001-06-29",991.96240234375
"2001-07-02",1009.23217773438
"2001-07-03",1015.88336181641
"2001-07-05",995.578979492188
"2001-07-06",984.727600097656
"2001-07-09",994.413024902344
"2001-07-10",980.526672363281
"2001-07-11",974.342224121094
"2001-07-12",981.34375
"2001-07-13",986.128295898438
"2001-07-16",995.229431152344
"2001-07-17",993.246154785156
"2001-07-18",993.946228027344
"2001-07-19",990.678527832031
"2001-07-20",980.2939453125
"2001-07-23",971.541748046875
"2001-07-24",967.224426269531
"2001-07-25",964.657409667969
"2001-07-26",960.106506347656
"2001-07-27",953.572448730469
"2001-07-30",964.190551757812
"2001-07-31",971.425109863281
"2001-08-01",963.840698242188
"2001-08-02",962.090148925781
"2001-08-03",952.638610839844
"2001-08-06",951.005004882812
"2001-08-07",956.165161132812
"2001-08-08",953.246459960938
"2001-08-09",950.32763671875
"2001-08-10",953.596557617188
"2001-08-13",945.074523925781
"2001-08-14",937.602233886719
"2001-08-15",950.794860839844
"2001-08-16",947.759155273438
"2001-08-17",924.760009765625
"2001-08-20",912.268005371094
"2001-08-21",913.318908691406
"2001-08-22",905.730285644531
"2001-08-23",903.628784179688
"2001-08-24",901.294006347656
"2001-08-27",896.039916992188
"2001-08-28",901.294006347656
"2001-08-29",911.801086425781
"2001-08-30",916.471069335938
"2001-08-31",912.968444824219
"2001-09-04",893.121398925781
"2001-09-05",863.817504882812
"2001-09-06",882.030334472656
"2001-09-07",854.010986328125
"2001-09-10",866.969665527344
"2001-09-17",828.910034179688
"2001-09-18",817.818603515625
"2001-09-19",811.397644042969
"2001-09-20",804.392395019531
"2001-09-21",782.794799804688
"2001-09-24",828.910034179688
"2001-09-25",858.680786132812
"2001-09-26",881.446655273438
"2001-09-27",887.284301757812
"2001-09-28",910.633544921875
"2001-10-01",895.923583984375
"2001-10-02",915.886840820312
"2001-10-03",942.156005859375
"2001-10-04",935.61767578125
"2001-10-05",922.541870117188
"2001-10-08",897.207702636719
"2001-10-09",903.044921875
"2001-10-10",942.156005859375
"2001-10-11",981.266174316406
"2001-10-12",977.062561035156
"2001-10-15",990.839599609375
"2001-10-16",1004.14886474609
"2001-10-17",997.027221679688
"2001-10-18",969.007568359375
"2001-10-19",952.662963867188
"2001-10-22",990.138732910156
"2001-10-23",978.580810546875
"2001-10-24",978.34716796875
"2001-10-25",979.398559570312
"2001-10-26",978.34716796875
"2001-10-29",945.658142089844
"2001-10-30",950.794860839844
"2001-10-31",917.638610839844
"2001-11-01",938.068969726562
"2001-11-02",952.662963867188
"2001-11-05",957.332702636719
"2001-11-06",967.255859375
"2001-11-07",945.307495117188
"2001-11-08",944.140441894531
"2001-11-09",930.364379882812
"2001-11-12",931.648376464844
"2001-11-13",944.490478515625
"2001-11-14",948.460083007812
"2001-11-15",956.749267578125
"2001-11-16",947.059265136719
"2001-11-19",949.160278320312
"2001-11-20",945.074523925781
"2001-11-21",935.150268554688
"2001-11-23",944.490478515625
"2001-11-26",945.074523925781
"2001-11-27",963.870788574219
"2001-11-28",966.672424316406
"2001-11-29",970.759399414062
"2001-11-30",962.0029296875
"2001-12-03",954.4140625
"2001-12-04",957.332702636719
"2001-12-05",967.518127441406
"2001-12-06",949.997253417969
"2001-12-07",956.655151367188
"2001-12-10",929.789428710938
"2001-12-11",930.958068847656
"2001-12-12",939.134155273438
"2001-12-13",929.906005859375
"2001-12-14",936.914428710938
"2001-12-17",945.558898925781
"2001-12-18",950.814697265625
"2001-12-19",951.982971191406
"2001-12-20",942.054138183594
"2001-12-21",934.461730957031
"2001-12-24",928.621398925781
"2001-12-26",928.621398925781
"2001-12-27",933.410339355469
"2001-12-28",937.031982421875
"2001-12-31",927.453308105469
"2002-01-02",919.860900878906
"2002-01-03",917.875122070312
"2002-01-04",908.763854980469
"2002-01-07",897.08349609375
"2002-01-08",890.0751953125
"2002-01-09",907.595764160156
"2002-01-10",909.932373046875
"2002-01-11",911.683898925781
"2002-01-14",905.493225097656
"2002-01-15",920.328552246094
"2002-01-16",919.510681152344
"2002-01-17",929.906005859375
"2002-01-18",928.621398925781
"2002-01-22",923.365051269531
"2002-01-23",901.755920410156
"2002-01-24",903.85791015625
"2002-01-25",911.217102050781
"2002-01-28",895.564880371094
"2002-01-29",850.827392578125
"2002-01-30",832.722351074219
"2002-01-31",866.129028320312
"2002-02-01",855.616577148438
"2002-02-04",825.363220214844
"2002-02-05",819.406311035156
"2002-02-06",826.414855957031
"2002-02-07",830.61962890625
"2002-02-08",864.377014160156
"2002-02-11",866.245971679688
"2002-02-12",864.0263671875
"2002-02-13",900.353759765625
"2002-02-14",901.405212402344
"2002-02-15",867.297485351562
"2002-02-19",849.776428222656
"2002-02-20",861.106811523438
"2002-02-21",829.802001953125
"2002-02-22",821.508666992188
"2002-02-25",835.175231933594
"2002-02-26",846.855895996094
"2002-02-27",861.722595214844
"2002-02-28",864.527099609375
"2002-03-01",861.722595214844
"2002-03-04",882.175659179688
"2002-03-05",884.04541015625
"2002-03-06",890.006225585938
"2002-03-07",873.643676757812
"2002-03-08",872.591735839844
"2002-03-11",857.982604980469
"2002-03-12",863.943542480469
"2002-03-13",863.943542480469
"2002-03-14",873.760803222656
"2002-03-15",881.240417480469
"2002-03-18",867.800231933594
"2002-03-19",864.293762207031
"2002-03-20",853.307434082031
"2002-03-21",846.177917480469
"2002-03-22",844.308532714844
"2002-03-25",826.192260742188
"2002-03-26",836.711181640625
"2002-03-27",844.89208984375
"2002-03-28",843.139099121094
"2002-04-01",828.646667480469
"2002-04-02",844.308532714844
"2002-04-03",838.581420898438
"2002-04-04",854.943664550781
"2002-04-05",867.215698242188
"2002-04-08",869.436340332031
"2002-04-09",879.604309082031
"2002-04-10",875.2802734375
"2002-04-11",850.853149414062
"2002-04-12",861.956359863281
"2002-04-15",844.424987792969
"2002-04-16",848.632751464844
"2002-04-17",852.956420898438
"2002-04-18",841.5029296875
"2002-04-19",827.361022949219
"2002-04-22",814.73876953125
"2002-04-23",796.155517578125
"2002-04-24",798.726989746094
"2002-04-25",798.726989746094
"2002-04-26",803.051208496094
"2002-04-29",797.90869140625
"2002-04-30",807.84326171875
"2002-05-01",825.257141113281
"2002-05-02",835.776062011719
"2002-05-03",825.374328613281
"2002-05-06",812.8681640625
"2002-05-07",790.662231445312
"2002-05-08",817.54345703125
"2002-05-09",807.492553710938
"2002-05-10",798.259155273438
"2002-05-13",798.960388183594
"2002-05-14",795.571411132812
"2002-05-15",770.209228515625
"2002-05-16",803.051208496094
"2002-05-17",813.686706542969
"2002-05-20",794.168518066406
"2002-05-21",782.247314453125
"2002-05-22",794.870056152344
"2002-05-23",798.259155273438
"2002-05-24",792.415283203125
"2002-05-28",783.649780273438
"2002-05-29",784.000122070312
"2002-05-30",784.234252929688
"2002-05-31",782.714721679688
"2002-06-03",754.430908203125
"2002-06-04",753.846740722656
"2002-06-05",761.015869140625
"2002-06-06",748.501586914062
"2002-06-07",760.196594238281
"2002-06-10",755.518920898438
"2002-06-11",736.806457519531
"2002-06-12",750.840759277344
"2002-06-13",734.935119628906
"2002-06-14",753.8818359375
"2002-06-17",804.639404296875
"2002-06-18",805.341125488281
"2002-06-19",799.727416992188
"2002-06-20",795.400146484375
"2002-06-21",783.588134765625
"2002-06-24",793.645690917969
"2002-06-25",786.628723144531
"2002-06-26",774.699340820312
"2002-06-27",782.418090820312
"2002-06-28",797.972961425781
"2002-07-01",784.991333007812
"2002-07-02",765.109008789062
"2002-07-03",765.810485839844
"2002-07-05",792.242492675781
"2002-07-08",791.774597167969
"2002-07-09",766.629699707031
"2002-07-10",729.789184570312
"2002-07-11",742.771057128906
"2002-07-12",742.654052734375
"2002-07-15",740.665649414062
"2002-07-16",716.573486328125
"2002-07-17",712.24609375
"2002-07-18",669.324523925781
"2002-07-19",664.412231445312
"2002-07-22",656.693542480469
"2002-07-23",597.6318359375
"2002-07-24",624.297180175781
"2002-07-25",621.139587402344
"2002-07-26",664.529357910156
"2002-07-29",726.981994628906
"2002-07-30",727.567016601562
"2002-07-31",747.566223144531
"2002-08-01",734.935119628906
"2002-08-02",704.644348144531
"2002-08-05",674.119567871094
"2002-08-06",709.322265625
"2002-08-07",726.046447753906
"2002-08-08",766.161682128906
"2002-08-09",783.002990722656
"2002-08-12",766.161682128906
"2002-08-13",728.73681640625
"2002-08-14",746.747497558594
"2002-08-15",760.196594238281
"2002-08-16",760.196594238281
"2002-08-19",794.230590820312
"2002-08-20",785.225219726562
"2002-08-21",776.80419921875
"2002-08-22",789.435791015625
"2002-08-23",766.629699707031
"2002-08-26",773.412292480469
"2002-08-27",755.167785644531
"2002-08-28",726.046447753906
"2002-08-29",730.958923339844
"2002-08-30",734.467346191406
"2002-09-03",697.276123046875
"2002-09-04",705.200500488281
"2002-09-05",682.6103515625
"2002-09-06",695.836669921875
"2002-09-09",714.5634765625
"2002-09-10",713.978637695312
"2002-09-11",714.446716308594
"2002-09-12",692.79345703125
"2002-09-13",685.887573242188
"2002-09-16",688.228515625
"2002-09-17",680.152099609375
"2002-09-18",687.526245117188
"2002-09-19",673.012878417969
"2002-09-20",659.552429199219
"2002-09-23",646.677307128906
"2002-09-24",631.9296875
"2002-09-25",650.305969238281
"2002-09-26",678.864807128906
"2002-09-27",646.443237304688
"2002-09-30",640.239868164062
"2002-10-01",682.02490234375
"2002-10-02",657.913635253906
"2002-10-03",639.303283691406
"2002-10-04",616.830749511719
"2002-10-07",613.904357910156
"2002-10-08",643.166015625
"2002-10-09",615.543151855469
"2002-10-10",652.529602050781
"2002-10-11",699.113464355469
"2002-10-14",682.376098632812
"2002-10-15",749.092346191406
"2002-10-16",730.599060058594
"2002-10-17",759.157836914062
"2002-10-18",745.698059082031
"2002-10-21",748.50732421875
"2002-10-22",746.751770019531
"2002-10-23",737.973083496094
"2002-10-24",750.96484375
"2002-10-25",765.595642089844
"2002-10-28",753.071838378906
"2002-10-29",754.125061035156
"2002-10-30",747.219665527344
"2002-10-31",732.12060546875
"2002-11-01",723.927490234375
"2002-11-04",746.049255371094
"2002-11-05",764.425048828125
"2002-11-06",770.862915039062
"2002-11-07",750.496948242188
"2002-11-08",754.593383789062
"2002-11-11",746.868103027344
"2002-11-12",749.560302734375
"2002-11-13",745.229736328125
"2002-11-14",769.575500488281
"2002-11-15",794.623229980469
"2002-11-18",778.353698730469
"2002-11-19",779.172973632812
"2002-11-20",789.005249023438
"2002-11-21",783.15283203125
"2002-11-22",766.649230957031
"2002-11-25",761.967346191406
"2002-11-26",729.779907226562
"2002-11-27",756.934020996094
"2002-11-29",762.552429199219
"2002-12-02",750.731018066406
"2002-12-03",735.39794921875
"2002-12-04",733.383117675781
"2002-12-05",716.281372070312
"2002-12-06",708.550720214844
"2002-12-09",697.774230957031
"2002-12-10",711.595703125
"2002-12-11",721.787048339844
"2002-12-12",703.865112304688
"2002-12-13",691.097351074219
"2002-12-16",718.038269042969
"2002-12-17",709.487670898438
"2002-12-18",691.566162109375
"2002-12-19",680.438293457031
"2002-12-20",691.917236328125
"2002-12-23",695.899963378906
"2002-12-24",694.494445800781
"2002-12-26",682.897827148438
"2002-12-27",663.921752929688
"2002-12-30",672.472778320312
"2002-12-31",677.626892089844
"2003-01-02",706.32470703125
"2003-01-03",704.216613769531
"2003-01-06",727.878051757812
"2003-01-07",713.704833984375
"2003-01-08",704.802062988281
"2003-01-09",730.923217773438
"2003-01-10",724.012329101562
"2003-01-13",735.843200683594
"2003-01-14",743.808166503906
"2003-01-15",737.834411621094
"2003-01-16",734.906188964844
"2003-01-17",725.301025390625
"2003-01-21",719.209716796875
"2003-01-22",707.496459960938
"2003-01-23",713.704833984375
"2003-01-24",656.425537109375
"2003-01-27",646.820434570312
"2003-01-28",655.956787109375
"2003-01-29",649.163391113281
"2003-01-30",623.744750976562
"2003-01-31",633.935302734375
"2003-02-03",648.10888671875
"2003-02-04",605.588806152344
"2003-02-05",595.280883789062
"2003-02-06",564.591430664062
"2003-02-07",547.021240234375
"2003-02-10",550.535339355469
"2003-02-11",555.689086914062
"2003-02-12",544.678344726562
"2003-02-13",561.8974609375
"2003-02-14",578.530395507812
"2003-02-18",596.452331542969
"2003-02-19",587.783996582031
"2003-02-20",582.864501953125
"2003-02-21",595.163696289062
"2003-02-24",581.575927734375
"2003-02-25",589.424194335938
"2003-02-26",579.350708007812
"2003-02-27",591.063903808594
"2003-02-28",577.359313964844
"2003-03-03",566.348510742188
"2003-03-04",557.0947265625
"2003-03-05",574.17822265625
"2003-03-06",559.521911621094
"2003-03-07",561.398071289062
"2003-03-10",531.4990234375
"2003-03-11",521.415161132812
"2003-03-12",524.112243652344
"2003-03-13",559.287475585938
"2003-03-14",574.061096191406
"2003-03-17",603.37353515625
"2003-03-18",597.745666503906
"2003-03-19",608.180847167969
"2003-03-20",610.8779296875
"2003-03-21",638.783569335938
"2003-03-24",609.353698730469
"2003-03-25",608.063598632812
"2003-03-26",603.37353515625
"2003-03-27",590.945129394531
"2003-03-28",584.496276855469
"2003-03-31",579.806518554688
"2003-04-01",593.290222167969
"2003-04-02",621.664916992188
"2003-04-03",615.568054199219
"2003-04-04",629.169250488281
"2003-04-07",634.2109375
"2003-04-08",629.051696777344
"2003-04-09",622.485900878906
"2003-04-10",623.071838378906
"2003-04-11",621.782043457031
"2003-04-14",629.755249023438
"2003-04-15",632.921203613281
"2003-04-16",619.906188964844
"2003-04-17",628.934692382812
"2003-04-21",639.01806640625
"2003-04-22",667.27587890625
"2003-04-23",683.221496582031
"2003-04-24",649.218872070312
"2003-04-25",641.949279785156
"2003-04-28",665.047729492188
"2003-04-29",663.288818359375
"2003-04-30",679.469787597656
"2003-05-01",671.731140136719
"2003-05-02",677.241760253906
"2003-05-05",675.131408691406
"2003-05-06",674.193786621094
"2003-05-07",663.054443359375
"2003-05-08",650.274353027344
"2003-05-09",659.537048339844
"2003-05-12",660.709716796875
"2003-05-13",652.150085449219
"2003-05-14",661.999084472656
"2003-05-15",671.965576171875
"2003-05-16",679.469787597656
"2003-05-19",654.96435546875
"2003-05-20",649.805603027344
"2003-05-21",649.922241210938
"2003-05-22",654.260803222656
"2003-05-23",644.763549804688
"2003-05-27",662.58544921875
"2003-05-28",665.047729492188
"2003-05-29",659.537048339844
"2003-05-30",678.648742675781
"2003-06-02",685.918640136719
"2003-06-03",678.883605957031
"2003-06-04",689.0576171875
"2003-06-05",691.521667480469
"2003-06-06",683.776672363281
"2003-06-09",673.567687988281
"2003-06-10",679.787414550781
"2003-06-11",696.098327636719
"2003-06-12",684.128662109375
"2003-06-13",682.955322265625
"2003-06-16",706.424926757812
"2003-06-17",703.725646972656
"2003-06-18",696.919494628906
"2003-06-19",679.43505859375
"2003-06-20",678.261474609375
"2003-06-23",671.455444335938
"2003-06-24",667.583068847656
"2003-06-25",653.032409667969
"2003-06-26",659.486145019531
"2003-06-27",653.501708984375
"2003-06-30",647.516967773438
"2003-07-01",651.7412109375
"2003-07-02",668.873901367188
"2003-07-03",662.771850585938
"2003-07-07",678.261474609375
"2003-07-08",680.6083984375
"2003-07-09",668.991088867188
"2003-07-10",655.379089355469
"2003-07-11",670.751159667969
"2003-07-14",685.771301269531
"2003-07-15",695.863464355469
"2003-07-16",701.730773925781
"2003-07-17",701.730773925781
"2003-07-18",704.312438964844
"2003-07-21",704.077819824219
"2003-07-22",710.884033203125
"2003-07-23",707.011352539062
"2003-07-24",729.89404296875
"2003-07-25",758.643737792969
"2003-07-28",759.23046875
"2003-07-29",742.567260742188
"2003-07-30",745.97021484375
"2003-07-31",753.363403320312
"2003-08-01",737.638244628906
"2003-08-04",732.241088867188
"2003-08-05",721.679748535156
"2003-08-06",728.602783203125
"2003-08-07",727.546875
"2003-08-08",729.89404296875
"2003-08-11",733.531433105469
"2003-08-12",741.628479003906
"2003-08-13",726.138549804688
"2003-08-14",736.230529785156
"2003-08-15",732.241088867188
"2003-08-18",735.174438476562
"2003-08-19",739.281921386719
"2003-08-20",723.557067871094
"2003-08-21",712.057189941406
"2003-08-22",699.266784667969
"2003-08-25",699.031982421875
"2003-08-26",708.419555664062
"2003-08-27",697.623657226562
"2003-08-28",697.741088867188
"2003-08-29",699.031982421875
"2003-09-02",692.460327148438
"2003-09-03",706.028747558594
"2003-09-04",701.32958984375
"2003-09-05",692.519104003906
"2003-09-08",699.920043945312
"2003-09-09",708.495727539062
